"No.","Time","Source","Destination","Protocol","Length","Info"
"759","15.791375","192.168.100.1","192.168.100.102","UDP","1476","57128  >  10920 Len=1434"
"760","15.791473","192.168.100.1","192.168.100.102","UDP","1476","57128  >  10920 Len=1434"
"761","15.791473","192.168.100.1","192.168.100.102","UDP","1476","57128  >  10920 Len=1434"
"762","15.792374","192.168.100.1","192.168.100.102","UDP","1476","57128  >  10920 Len=1434"
"763","15.792374","192.168.100.1","192.168.100.102","UDP","283","57128  >  10920 Len=241"
"764","15.809098","192.168.100.102","192.168.100.1","TCP","54","65382  >  8888 [ACK] Seq=311 Ack=17196 Win=65280 Len=0"
"765","15.812185","192.168.100.1","192.168.100.102","TCP","134","8888  >  65382 [PSH, ACK] Seq=17196 Ack=311 Win=14600 Len=80"
"766","15.819352","192.168.100.102","192.168.100.1","UDP","61","54930  >  8085 Len=19"
"767","15.830563","192.168.100.1","192.168.100.102","UDP","1476","57128  >  10920 Len=1434"
"768","15.830563","192.168.100.1","192.168.100.102","UDP","1476","57128  >  10920 Len=1434"
"769","15.830657","192.168.100.1","192.168.100.102","UDP","1476","57128  >  10920 Len=1434"
"770","15.830657","192.168.100.1","192.168.100.102","UDP","1476","57128  >  10920 Len=1434"
"771","15.831721","192.168.100.1","192.168.100.102","UDP","1476","57128  >  10920 Len=1434"
"772","15.831721","192.168.100.1","192.168.100.102","UDP","241","57128  >  10920 Len=199"
"773","15.856929","192.168.100.102","192.168.100.1","TCP","54","65382  >  8888 [ACK] Seq=311 Ack=17276 Win=65280 Len=0"
"774","15.860391","192.168.100.1","192.168.100.102","TCP","174","8888  >  65382 [PSH, ACK] Seq=17276 Ack=311 Win=14600 Len=120"
"775","15.869606","192.168.100.102","192.168.100.1","UDP","61","54930  >  8085 Len=19"
"776","15.872587","192.168.100.1","192.168.100.102","UDP","1476","57128  >  10920 Len=1434"
"777","15.872587","192.168.100.1","192.168.100.102","UDP","1476","57128  >  10920 Len=1434"
"778","15.872683","192.168.100.1","192.168.100.102","UDP","1476","57128  >  10920 Len=1434"
"779","15.874855","192.168.100.1","192.168.100.102","UDP","1476","57128  >  10920 Len=1434"
"780","15.874855","192.168.100.1","192.168.100.102","UDP","1476","57128  >  10920 Len=1434"
"781","15.874904","192.168.100.1","192.168.100.102","UDP","274","57128  >  10920 Len=232"
"782","15.902362","192.168.100.102","192.168.100.1","TCP","54","65382  >  8888 [ACK] Seq=311 Ack=17396 Win=65024 Len=0"
"783","15.905138","192.168.100.1","192.168.100.102","UDP","1476","57128  >  10920 Len=1434"
"784","15.905138","192.168.100.1","192.168.100.102","TCP","134","8888  >  65382 [PSH, ACK] Seq=17396 Ack=311 Win=14600 Len=80"
"785","15.906466","192.168.100.1","192.168.100.102","UDP","1476","57128  >  10920 Len=1434"
"786","15.906466","192.168.100.1","192.168.100.102","UDP","1476","57128  >  10920 Len=1434"
"787","15.906497","192.168.100.1","192.168.100.102","UDP","1476","57128  >  10920 Len=1434"
"788","15.906497","192.168.100.1","192.168.100.102","UDP","1476","57128  >  10920 Len=1434"
"789","15.906497","192.168.100.1","192.168.100.102","UDP","271","57128  >  10920 Len=229"
"790","15.920021","192.168.100.102","192.168.100.1","UDP","61","54930  >  8085 Len=19"
"791","15.947940","192.168.100.1","192.168.100.102","UDP","1476","57128  >  10920 Len=1434"
"792","15.947940","192.168.100.1","192.168.100.102","UDP","1476","57128  >  10920 Len=1434"
"793","15.948037","192.168.100.1","192.168.100.102","UDP","1476","57128  >  10920 Len=1434"
"794","15.948037","192.168.100.1","192.168.100.102","UDP","1476","57128  >  10920 Len=1434"
"795","15.948677","192.168.100.102","192.168.100.1","TCP","54","65382  >  8888 [ACK] Seq=311 Ack=17476 Win=65024 Len=0"
"796","15.949103","192.168.100.1","192.168.100.102","UDP","1476","57128  >  10920 Len=1434"
"797","15.949103","192.168.100.1","192.168.100.102","UDP","242","57128  >  10920 Len=200"
"798","15.951630","192.168.100.1","192.168.100.102","TCP","134","8888  >  65382 [PSH, ACK] Seq=17476 Ack=311 Win=14600 Len=80"
"799","15.970298","192.168.100.102","192.168.100.1","UDP","61","54930  >  8085 Len=19"
"800","15.989320","192.168.100.1","192.168.100.102","UDP","79","57128  >  10920 Len=37"
"801","15.989320","192.168.100.1","192.168.100.102","UDP","58","57128  >  10920 Len=16"
"802","15.992151","192.168.100.1","192.168.100.102","UDP","1476","57128  >  10920 Len=1434"
"803","15.992151","192.168.100.1","192.168.100.102","UDP","1476","57128  >  10920 Len=1434"
"804","15.993180","192.168.100.1","192.168.100.102","UDP","1476","57128  >  10920 Len=1434"
"805","15.993180","192.168.100.1","192.168.100.102","UDP","1476","57128  >  10920 Len=1434"
"806","15.993233","192.168.100.1","192.168.100.102","UDP","1476","57128  >  10920 Len=1434"
"807","15.993883","192.168.100.102","192.168.100.1","TCP","54","65382  >  8888 [ACK] Seq=311 Ack=17556 Win=65024 Len=0"
"808","15.995389","192.168.100.1","192.168.100.102","UDP","1476","57128  >  10920 Len=1434"
"809","15.997394","192.168.100.1","192.168.100.102","UDP","1476","57128  >  10920 Len=1434"
"810","15.997394","192.168.100.1","192.168.100.102","TCP","134","8888  >  65382 [PSH, ACK] Seq=17556 Ack=311 Win=14600 Len=80"
"811","15.997472","192.168.100.1","192.168.100.102","UDP","1476","57128  >  10920 Len=1434"
"812","15.997472","192.168.100.1","192.168.100.102","UDP","1476","57128  >  10920 Len=1434"
"813","15.998597","192.168.100.1","192.168.100.102","UDP","1476","57128  >  10920 Len=1434"
"814","15.998597","192.168.100.1","192.168.100.102","UDP","1476","57128  >  10920 Len=1434"
"815","15.999658","192.168.100.1","192.168.100.102","UDP","1476","57128  >  10920 Len=1434"
"816","15.999658","192.168.100.1","192.168.100.102","UDP","1476","57128  >  10920 Len=1434"
"817","16.001737","192.168.100.1","192.168.100.102","UDP","1476","57128  >  10920 Len=1434"
"818","16.001737","192.168.100.1","192.168.100.102","UDP","1476","57128  >  10920 Len=1434"
"819","16.001737","192.168.100.1","192.168.100.102","UDP","1476","57128  >  10920 Len=1434"
"820","16.001795","192.168.100.1","192.168.100.102","UDP","1476","57128  >  10920 Len=1434"
"821","16.002897","192.168.100.1","192.168.100.102","UDP","1476","57128  >  10920 Len=1434"
"822","16.002897","192.168.100.1","192.168.100.102","UDP","1476","57128  >  10920 Len=1434"
"823","16.005715","192.168.100.1","192.168.100.102","UDP","1476","57128  >  10920 Len=1434"
"824","16.006837","192.168.100.1","192.168.100.102","UDP","1476","57128  >  10920 Len=1434"
"825","16.008221","192.168.100.1","192.168.100.102","UDP","1476","57128  >  10920 Len=1434"
"826","16.009264","192.168.100.1","192.168.100.102","UDP","1476","57128  >  10920 Len=1434"
"827","16.012266","192.168.100.1","192.168.100.102","UDP","1476","57128  >  10920 Len=1434"
"828","16.012266","192.168.100.1","192.168.100.102","UDP","1476","57128  >  10920 Len=1434"
"829","16.013919","192.168.100.1","192.168.100.102","UDP","1476","57128  >  10920 Len=1434"
"830","16.017490","192.168.100.1","192.168.100.102","UDP","1476","57128  >  10920 Len=1434"
"831","16.017490","192.168.100.1","192.168.100.102","UDP","1476","57128  >  10920 Len=1434"
"832","16.019449","192.168.100.1","192.168.100.102","UDP","1476","57128  >  10920 Len=1434"
"833","16.020535","192.168.100.102","192.168.100.1","UDP","61","54930  >  8085 Len=19"
"834","16.020665","192.168.100.1","192.168.100.102","UDP","1476","57128  >  10920 Len=1434"
"835","16.020665","192.168.100.1","192.168.100.102","UDP","1476","57128  >  10920 Len=1434"
"836","16.026221","192.168.100.1","192.168.100.102","UDP","1476","57128  >  10920 Len=1434"
"837","16.026221","192.168.100.1","192.168.100.102","UDP","1476","57128  >  10920 Len=1434"
"838","16.027441","192.168.100.1","192.168.100.102","UDP","1476","57128  >  10920 Len=1434"
"839","16.027441","192.168.100.1","192.168.100.102","UDP","1476","57128  >  10920 Len=1434"
"840","16.032591","192.168.100.1","192.168.100.102","UDP","1476","57128  >  10920 Len=1434"
"841","16.035168","192.168.100.1","192.168.100.102","UDP","1476","57128  >  10920 Len=1434"
"842","16.035168","192.168.100.1","192.168.100.102","UDP","1476","57128  >  10920 Len=1434"
"843","16.036435","192.168.100.1","192.168.100.102","UDP","1476","57128  >  10920 Len=1434"
"844","16.037960","192.168.100.1","192.168.100.102","UDP","1476","57128  >  10920 Len=1434"
"845","16.037960","192.168.100.1","192.168.100.102","UDP","1476","57128  >  10920 Len=1434"
"846","16.039387","192.168.100.1","192.168.100.102","UDP","1476","57128  >  10920 Len=1434"
"847","16.039387","192.168.100.1","192.168.100.102","UDP","1012","57128  >  10920 Len=970"
"848","16.039793","192.168.100.102","192.168.100.1","TCP","54","65382  >  8888 [ACK] Seq=311 Ack=17636 Win=64768 Len=0"
"849","16.043187","192.168.100.1","192.168.100.102","UDP","1476","57128  >  10920 Len=1434"
"850","16.043187","192.168.100.1","192.168.100.102","TCP","174","8888  >  65382 [PSH, ACK] Seq=17636 Ack=311 Win=14600 Len=120"
"851","16.043314","192.168.100.1","192.168.100.102","UDP","1476","57128  >  10920 Len=1434"
"852","16.045552","192.168.100.1","192.168.100.102","UDP","1476","57128  >  10920 Len=1434"
"853","16.047375","192.168.100.1","192.168.100.102","UDP","1476","57128  >  10920 Len=1434"
"854","16.047375","192.168.100.1","192.168.100.102","UDP","1444","57128  >  10920 Len=1402"
"855","16.070811","192.168.100.102","192.168.100.1","UDP","61","54930  >  8085 Len=19"
"856","16.072009","192.168.100.1","192.168.100.102","UDP","1476","57128  >  10920 Len=1434"
"857","16.072009","192.168.100.1","192.168.100.102","UDP","1476","57128  >  10920 Len=1434"
"858","16.072102","192.168.100.1","192.168.100.102","UDP","1476","57128  >  10920 Len=1434"
"859","16.072102","192.168.100.1","192.168.100.102","UDP","1476","57128  >  10920 Len=1434"
"860","16.073062","192.168.100.1","192.168.100.102","UDP","1437","57128  >  10920 Len=1395"
"861","16.079340","192.168.100.1","192.168.100.102","ICMP","98","Echo (ping) request  id=0x0525, seq=0/0, ttl=64 (reply in 862)"
"862","16.079647","192.168.100.102","192.168.100.1","ICMP","98","Echo (ping) reply    id=0x0525, seq=0/0, ttl=128 (request in 861)"
"863","16.086483","192.168.100.102","192.168.100.1","TCP","54","65382  >  8888 [ACK] Seq=311 Ack=17756 Win=64768 Len=0"
"864","16.087308","192.168.100.1","192.168.100.255","UDP","86","46573  >  8668 Len=44"
"865","16.091946","192.168.100.1","192.168.100.102","TCP","134","8888  >  65382 [PSH, ACK] Seq=17756 Ack=311 Win=14600 Len=80"
"866","16.112288","192.168.100.1","192.168.100.102","UDP","1476","57128  >  10920 Len=1434"
"867","16.112288","192.168.100.1","192.168.100.102","UDP","1476","57128  >  10920 Len=1434"
"868","16.112401","192.168.100.1","192.168.100.102","UDP","1476","57128  >  10920 Len=1434"
"869","16.112401","192.168.100.1","192.168.100.102","UDP","1476","57128  >  10920 Len=1434"
"870","16.113369","192.168.100.1","192.168.100.102","UDP","1435","57128  >  10920 Len=1393"
"871","16.121270","192.168.100.102","192.168.100.1","UDP","61","54930  >  8085 Len=19"
"872","16.126230","192.168.100.102","192.168.100.1","UDP","51","54930  >  8085 Len=9"
"873","16.132731","192.168.100.102","192.168.100.1","TCP","54","65382  >  8888 [ACK] Seq=311 Ack=17836 Win=64768 Len=0"
"874","16.135942","192.168.100.1","192.168.100.102","TCP","134","8888  >  65382 [PSH, ACK] Seq=17836 Ack=311 Win=14600 Len=80"
"875","16.153409","192.168.100.1","192.168.100.102","UDP","1476","57128  >  10920 Len=1434"
"876","16.153409","192.168.100.1","192.168.100.102","UDP","1476","57128  >  10920 Len=1434"
"877","16.153518","192.168.100.1","192.168.100.102","UDP","1476","57128  >  10920 Len=1434"
"878","16.153518","192.168.100.1","192.168.100.102","UDP","1476","57128  >  10920 Len=1434"
"879","16.154504","192.168.100.1","192.168.100.102","UDP","1447","57128  >  10920 Len=1405"
"880","16.171639","192.168.100.102","192.168.100.1","UDP","61","54930  >  8085 Len=19"
"881","16.179864","192.168.100.102","192.168.100.1","TCP","54","65382  >  8888 [ACK] Seq=311 Ack=17916 Win=64512 Len=0"
"882","16.183151","192.168.100.1","192.168.100.102","TCP","280","8888  >  65382 [PSH, ACK] Seq=17916 Ack=311 Win=14600 Len=226"
"883","16.195700","192.168.100.1","192.168.100.102","UDP","1476","57128  >  10920 Len=1434"
"884","16.195700","192.168.100.1","192.168.100.102","UDP","1476","57128  >  10920 Len=1434"
"885","16.195700","192.168.100.1","192.168.100.102","UDP","1476","57128  >  10920 Len=1434"
"886","16.195817","192.168.100.1","192.168.100.102","UDP","1476","57128  >  10920 Len=1434"
"887","16.196798","192.168.100.1","192.168.100.102","UDP","1436","57128  >  10920 Len=1394"
"888","16.221959","192.168.100.102","192.168.100.1","UDP","61","54930  >  8085 Len=19"
"889","16.226017","192.168.100.102","192.168.100.1","TCP","54","65382  >  8888 [ACK] Seq=311 Ack=18142 Win=64256 Len=0"
"890","16.228926","192.168.100.1","192.168.100.102","UDP","1476","57128  >  10920 Len=1434"
"891","16.228926","192.168.100.1","192.168.100.102","UDP","1476","57128  >  10920 Len=1434"
"892","16.229041","192.168.100.1","192.168.100.102","UDP","1476","57128  >  10920 Len=1434"
"893","16.230015","192.168.100.1","192.168.100.102","UDP","1476","57128  >  10920 Len=1434"
"894","16.230015","192.168.100.1","192.168.100.102","UDP","1441","57128  >  10920 Len=1399"
"895","16.232936","192.168.100.1","192.168.100.102","TCP","238","8888  >  65382 [PSH, ACK] Seq=18142 Ack=311 Win=14600 Len=184"
"896","16.268472","192.168.100.1","192.168.100.102","UDP","1476","57128  >  10920 Len=1434"
"897","16.268472","192.168.100.1","192.168.100.102","UDP","1476","57128  >  10920 Len=1434"
"898","16.268593","192.168.100.1","192.168.100.102","UDP","1476","57128  >  10920 Len=1434"
"899","16.268593","192.168.100.1","192.168.100.102","UDP","1476","57128  >  10920 Len=1434"
"900","16.269551","192.168.100.1","192.168.100.102","UDP","1440","57128  >  10920 Len=1398"
"901","16.272299","192.168.100.102","192.168.100.1","UDP","61","54930  >  8085 Len=19"
"902","16.288563","192.168.100.102","192.168.100.1","TCP","54","65382  >  8888 [ACK] Seq=311 Ack=18326 Win=64256 Len=0"
"903","16.293572","192.168.100.1","192.168.100.102","TCP","174","8888  >  65382 [PSH, ACK] Seq=18326 Ack=311 Win=14600 Len=120"
"904","16.322645","192.168.100.102","192.168.100.1","UDP","61","54930  >  8085 Len=19"
"905","16.338190","192.168.100.102","192.168.100.1","TCP","54","65382  >  8888 [ACK] Seq=311 Ack=18446 Win=64000 Len=0"
"906","16.372967","192.168.100.102","192.168.100.1","UDP","61","54930  >  8085 Len=19"
"907","16.422634","192.168.100.1","192.168.100.102","UDP","1476","57128  >  10920 Len=1434"
"908","16.422634","192.168.100.1","192.168.100.102","UDP","1476","57128  >  10920 Len=1434"
"909","16.422634","192.168.100.1","192.168.100.102","UDP","1476","57128  >  10920 Len=1434"
"910","16.422751","192.168.100.1","192.168.100.102","UDP","1476","57128  >  10920 Len=1434"
"911","16.423254","192.168.100.102","192.168.100.1","UDP","61","54930  >  8085 Len=19"
"912","16.423629","192.168.100.1","192.168.100.102","UDP","1437","57128  >  10920 Len=1395"
"913","16.423629","192.168.100.1","192.168.100.102","UDP","1476","57128  >  10920 Len=1434"
"914","16.423683","192.168.100.1","192.168.100.102","UDP","1476","57128  >  10920 Len=1434"
"915","16.423683","192.168.100.1","192.168.100.102","UDP","1476","57128  >  10920 Len=1434"
"916","16.423683","192.168.100.1","192.168.100.102","UDP","1476","57128  >  10920 Len=1434"
"917","16.423683","192.168.100.1","192.168.100.102","UDP","1433","57128  >  10920 Len=1391"
"918","16.424776","192.168.100.1","192.168.100.102","UDP","1476","57128  >  10920 Len=1434"
"919","16.424776","192.168.100.1","192.168.100.102","UDP","1476","57128  >  10920 Len=1434"
"920","16.424834","192.168.100.1","192.168.100.102","UDP","1476","57128  >  10920 Len=1434"
"921","16.424834","192.168.100.1","192.168.100.102","UDP","1476","57128  >  10920 Len=1434"
"922","16.424834","192.168.100.1","192.168.100.102","UDP","1446","57128  >  10920 Len=1404"
"923","16.427235","192.168.100.1","192.168.100.102","UDP","1476","57128  >  10920 Len=1434"
"924","16.427235","192.168.100.1","192.168.100.102","UDP","1476","57128  >  10920 Len=1434"
"925","16.427330","192.168.100.1","192.168.100.102","UDP","1476","57128  >  10920 Len=1434"
"926","16.427330","192.168.100.1","192.168.100.102","UDP","1476","57128  >  10920 Len=1434"
"927","16.428308","192.168.100.1","192.168.100.102","UDP","1432","57128  >  10920 Len=1390"
"928","16.467465","192.168.100.1","192.168.100.102","UDP","1476","57128  >  10920 Len=1434"
"929","16.467465","192.168.100.1","192.168.100.102","UDP","1476","57128  >  10920 Len=1434"
"930","16.467587","192.168.100.1","192.168.100.102","UDP","1476","57128  >  10920 Len=1434"
"931","16.467587","192.168.100.1","192.168.100.102","UDP","1476","57128  >  10920 Len=1434"
"932","16.468601","192.168.100.1","192.168.100.102","UDP","1435","57128  >  10920 Len=1393"
"933","16.473659","192.168.100.102","192.168.100.1","UDP","61","54930  >  8085 Len=19"
"934","16.508643","192.168.100.1","192.168.100.102","UDP","1476","57128  >  10920 Len=1434"
"935","16.508643","192.168.100.1","192.168.100.102","UDP","1476","57128  >  10920 Len=1434"
"936","16.510171","192.168.100.1","192.168.100.102","UDP","1476","57128  >  10920 Len=1434"
"937","16.510171","192.168.100.1","192.168.100.102","UDP","1476","57128  >  10920 Len=1434"
"938","16.510253","192.168.100.1","192.168.100.102","UDP","1436","57128  >  10920 Len=1394"
"939","16.524043","192.168.100.102","192.168.100.1","UDP","61","54930  >  8085 Len=19"
"940","16.543096","192.168.100.1","192.168.100.102","UDP","1476","57128  >  10920 Len=1434"
"941","16.543096","192.168.100.1","192.168.100.102","UDP","1476","57128  >  10920 Len=1434"
"942","16.543096","192.168.100.1","192.168.100.102","UDP","1476","57128  >  10920 Len=1434"
"943","16.543096","192.168.100.1","192.168.100.102","UDP","1476","57128  >  10920 Len=1434"
"944","16.544189","192.168.100.1","192.168.100.102","UDP","1432","57128  >  10920 Len=1390"
"945","16.546943","192.168.100.1","192.168.100.102","TCP","574","8888  >  65382 [PSH, ACK] Seq=18446 Ack=311 Win=14600 Len=520"
"946","16.574454","192.168.100.102","192.168.100.1","UDP","61","54930  >  8085 Len=19"
"947","16.587964","192.168.100.1","192.168.100.102","UDP","1476","57128  >  10920 Len=1434"
"948","16.587964","192.168.100.1","192.168.100.102","UDP","1476","57128  >  10920 Len=1434"
"949","16.588074","192.168.100.1","192.168.100.102","UDP","1476","57128  >  10920 Len=1434"
"950","16.588074","192.168.100.1","192.168.100.102","UDP","1476","57128  >  10920 Len=1434"
"951","16.588879","192.168.100.1","192.168.100.102","UDP","1436","57128  >  10920 Len=1394"
"952","16.598296","192.168.100.102","192.168.100.1","TCP","54","65382  >  8888 [ACK] Seq=311 Ack=18966 Win=65280 Len=0"
"953","16.601120","192.168.100.1","192.168.100.102","TCP","174","8888  >  65382 [PSH, ACK] Seq=18966 Ack=311 Win=14600 Len=120"
"954","16.624805","192.168.100.102","192.168.100.1","UDP","61","54930  >  8085 Len=19"
"955","16.626381","192.168.100.1","192.168.100.102","UDP","1476","57128  >  10920 Len=1434"
"956","16.626381","192.168.100.1","192.168.100.102","UDP","1476","57128  >  10920 Len=1434"
"957","16.626473","192.168.100.1","192.168.100.102","UDP","1476","57128  >  10920 Len=1434"
"958","16.627408","192.168.100.1","192.168.100.102","UDP","1476","57128  >  10920 Len=1434"
"959","16.627408","192.168.100.1","192.168.100.102","UDP","1432","57128  >  10920 Len=1390"
"960","16.644832","192.168.100.102","192.168.100.1","TCP","54","65382  >  8888 [ACK] Seq=311 Ack=19086 Win=65280 Len=0"
"961","16.647831","192.168.100.1","192.168.100.102","TCP","134","8888  >  65382 [PSH, ACK] Seq=19086 Ack=311 Win=14600 Len=80"
"962","16.667499","192.168.100.1","192.168.100.102","UDP","1476","57128  >  10920 Len=1434"
"963","16.667499","192.168.100.1","192.168.100.102","UDP","1476","57128  >  10920 Len=1434"
"964","16.667499","192.168.100.1","192.168.100.102","UDP","1476","57128  >  10920 Len=1434"
"965","16.667668","192.168.100.1","192.168.100.102","UDP","1476","57128  >  10920 Len=1434"
"966","16.668546","192.168.100.1","192.168.100.102","UDP","1446","57128  >  10920 Len=1404"
"967","16.675147","192.168.100.102","192.168.100.1","UDP","61","54930  >  8085 Len=19"
"968","16.691374","192.168.100.102","192.168.100.1","TCP","54","65382  >  8888 [ACK] Seq=311 Ack=19166 Win=65280 Len=0"
"969","16.694459","192.168.100.1","192.168.100.102","TCP","134","8888  >  65382 [PSH, ACK] Seq=19166 Ack=311 Win=14600 Len=80"
"970","16.709232","192.168.100.1","192.168.100.102","UDP","1476","57128  >  10920 Len=1434"
"971","16.709232","192.168.100.1","192.168.100.102","UDP","1476","57128  >  10920 Len=1434"
"972","16.710235","192.168.100.1","192.168.100.102","UDP","1476","57128  >  10920 Len=1434"
"973","16.710235","192.168.100.1","192.168.100.102","UDP","1476","57128  >  10920 Len=1434"
"974","16.710305","192.168.100.1","192.168.100.102","UDP","1440","57128  >  10920 Len=1398"
"975","16.725501","192.168.100.102","192.168.100.1","UDP","61","54930  >  8085 Len=19"
"976","16.736982","192.168.100.102","192.168.100.1","TCP","54","65382  >  8888 [ACK] Seq=311 Ack=19246 Win=65024 Len=0"
"977","16.741358","192.168.100.1","192.168.100.102","TCP","174","8888  >  65382 [PSH, ACK] Seq=19246 Ack=311 Win=14600 Len=120"
"978","16.750360","192.168.100.1","192.168.100.102","UDP","1476","57128  >  10920 Len=1434"
"979","16.752117","192.168.100.1","192.168.100.102","UDP","1476","57128  >  10920 Len=1434"
"980","16.752117","192.168.100.1","192.168.100.102","UDP","1476","57128  >  10920 Len=1434"
"981","16.752249","192.168.100.1","192.168.100.102","UDP","1476","57128  >  10920 Len=1434"
"982","16.752249","192.168.100.1","192.168.100.102","UDP","1451","57128  >  10920 Len=1409"
"983","16.776036","192.168.100.102","192.168.100.1","UDP","61","54930  >  8085 Len=19"
"984","16.782332","192.168.100.102","192.168.100.1","TCP","54","65382  >  8888 [ACK] Seq=311 Ack=19366 Win=65024 Len=0"
"985","16.785452","192.168.100.1","192.168.100.102","TCP","134","8888  >  65382 [PSH, ACK] Seq=19366 Ack=311 Win=14600 Len=80"
"986","16.792522","192.168.100.1","192.168.100.102","UDP","1476","57128  >  10920 Len=1434"
"987","16.792522","192.168.100.1","192.168.100.102","UDP","1476","57128  >  10920 Len=1434"
"988","16.792671","192.168.100.1","192.168.100.102","UDP","1476","57128  >  10920 Len=1434"
"989","16.792671","192.168.100.1","192.168.100.102","UDP","1476","57128  >  10920 Len=1434"
"990","16.793607","192.168.100.1","192.168.100.102","UDP","1440","57128  >  10920 Len=1398"
"991","16.826569","192.168.100.102","192.168.100.1","UDP","61","54930  >  8085 Len=19"
"992","16.828746","192.168.100.102","192.168.100.1","TCP","54","65382  >  8888 [ACK] Seq=311 Ack=19446 Win=65024 Len=0"
"993","16.831468","192.168.100.1","192.168.100.102","TCP","134","8888  >  65382 [PSH, ACK] Seq=19446 Ack=311 Win=14600 Len=80"
"994","16.833483","192.168.100.1","192.168.100.102","UDP","1476","57128  >  10920 Len=1434"
"995","16.833483","192.168.100.1","192.168.100.102","UDP","1476","57128  >  10920 Len=1434"
"996","16.833622","192.168.100.1","192.168.100.102","UDP","1476","57128  >  10920 Len=1434"
"997","16.833622","192.168.100.1","192.168.100.102","UDP","1476","57128  >  10920 Len=1434"
"998","16.834637","192.168.100.1","192.168.100.102","UDP","1435","57128  >  10920 Len=1393"
"999","16.865894","192.168.100.1","192.168.100.102","UDP","1476","57128  >  10920 Len=1434"
"1000","16.865894","192.168.100.1","192.168.100.102","UDP","1476","57128  >  10920 Len=1434"
"1001","16.866040","192.168.100.1","192.168.100.102","UDP","1476","57128  >  10920 Len=1434"
"1002","16.866040","192.168.100.1","192.168.100.102","UDP","1476","57128  >  10920 Len=1434"
"1003","16.866932","192.168.100.1","192.168.100.102","UDP","1436","57128  >  10920 Len=1394"
"1004","16.874355","192.168.100.102","192.168.100.1","TCP","54","65382  >  8888 [ACK] Seq=311 Ack=19526 Win=64768 Len=0"
"1005","16.877046","192.168.100.102","192.168.100.1","UDP","61","54930  >  8085 Len=19"
"1006","16.877437","192.168.100.1","192.168.100.102","TCP","134","8888  >  65382 [PSH, ACK] Seq=19526 Ack=311 Win=14600 Len=80"
"1007","16.918284","192.168.100.1","192.168.100.102","UDP","1476","57128  >  10920 Len=1434"
"1008","16.918284","192.168.100.1","192.168.100.102","UDP","1476","57128  >  10920 Len=1434"
"1009","16.918481","192.168.100.1","192.168.100.102","UDP","1476","57128  >  10920 Len=1434"
"1010","16.918481","192.168.100.1","192.168.100.102","UDP","1476","57128  >  10920 Len=1434"
"1011","16.919223","192.168.100.1","192.168.100.102","UDP","1436","57128  >  10920 Len=1394"
"1012","16.922409","192.168.100.102","192.168.100.1","TCP","54","65382  >  8888 [ACK] Seq=311 Ack=19606 Win=64768 Len=0"
"1013","16.925415","192.168.100.1","192.168.100.102","TCP","174","8888  >  65382 [PSH, ACK] Seq=19606 Ack=311 Win=14600 Len=120"
"1014","16.927421","192.168.100.102","192.168.100.1","UDP","61","54930  >  8085 Len=19"
"1015","16.948104","192.168.100.1","192.168.100.102","UDP","1476","57128  >  10920 Len=1434"
"1016","16.948104","192.168.100.1","192.168.100.102","UDP","1476","57128  >  10920 Len=1434"
"1017","16.948328","192.168.100.1","192.168.100.102","UDP","1476","57128  >  10920 Len=1434"
"1018","16.948328","192.168.100.1","192.168.100.102","UDP","1476","57128  >  10920 Len=1434"
"1019","16.949089","192.168.100.1","192.168.100.102","UDP","1432","57128  >  10920 Len=1390"
"1020","16.968974","192.168.100.102","192.168.100.1","TCP","54","65382  >  8888 [ACK] Seq=311 Ack=19726 Win=64768 Len=0"
"1021","16.972500","192.168.100.1","192.168.100.102","TCP","134","8888  >  65382 [PSH, ACK] Seq=19726 Ack=311 Win=14600 Len=80"
"1022","16.977796","192.168.100.102","192.168.100.1","UDP","61","54930  >  8085 Len=19"
"1023","16.996846","192.168.100.1","192.168.100.102","UDP","79","57128  >  10920 Len=37"
"1024","16.996846","192.168.100.1","192.168.100.102","UDP","58","57128  >  10920 Len=16"
"1025","16.999748","192.168.100.1","192.168.100.102","UDP","1476","57128  >  10920 Len=1434"
"1026","16.999748","192.168.100.1","192.168.100.102","UDP","1476","57128  >  10920 Len=1434"
"1027","17.000810","192.168.100.1","192.168.100.102","UDP","1476","57128  >  10920 Len=1434"
"1028","17.000810","192.168.100.1","192.168.100.102","UDP","1476","57128  >  10920 Len=1434"
"1029","17.000810","192.168.100.1","192.168.100.102","UDP","1476","57128  >  10920 Len=1434"
"1030","17.002070","192.168.100.1","192.168.100.102","UDP","1476","57128  >  10920 Len=1434"
"1031","17.002070","192.168.100.1","192.168.100.102","UDP","1476","57128  >  10920 Len=1434"
"1032","17.003152","192.168.100.1","192.168.100.102","UDP","1476","57128  >  10920 Len=1434"
"1033","17.003152","192.168.100.1","192.168.100.102","UDP","1476","57128  >  10920 Len=1434"
"1034","17.008555","192.168.100.1","192.168.100.102","UDP","1476","57128  >  10920 Len=1434"
"1035","17.008555","192.168.100.1","192.168.100.102","UDP","1476","57128  >  10920 Len=1434"
"1036","17.008673","192.168.100.1","192.168.100.102","UDP","1476","57128  >  10920 Len=1434"
"1037","17.008673","192.168.100.1","192.168.100.102","UDP","1476","57128  >  10920 Len=1434"
"1038","17.009513","192.168.100.1","192.168.100.102","UDP","1476","57128  >  10920 Len=1434"
"1039","17.009513","192.168.100.1","192.168.100.102","UDP","1476","57128  >  10920 Len=1434"
