"No.","Time","Source","Destination","Protocol","Length","Info"
"224","5.943113","192.168.100.1","192.168.100.102","TCP","134","8888  >  64383 [PSH, ACK] Seq=13101 Ack=1 Win=1825 Len=80"
"225","5.986189","192.168.100.102","192.168.100.1","TCP","54","64383  >  8888 [ACK] Seq=1 Ack=13181 Win=8192 Len=0"
"226","5.989101","192.168.100.1","192.168.100.102","TCP","134","8888  >  64383 [PSH, ACK] Seq=13181 Ack=1 Win=1825 Len=80"
"227","6.031478","192.168.100.102","192.168.100.1","TCP","54","64383  >  8888 [ACK] Seq=1 Ack=13261 Win=8112 Len=0"
"228","6.034328","192.168.100.1","192.168.100.102","TCP","174","8888  >  64383 [PSH, ACK] Seq=13261 Ack=1 Win=1825 Len=120"
"229","6.077714","192.168.100.102","192.168.100.1","TCP","54","64383  >  8888 [ACK] Seq=1 Ack=13381 Win=7992 Len=0"
"230","6.083908","192.168.100.1","192.168.100.102","TCP","134","8888  >  64383 [PSH, ACK] Seq=13381 Ack=1 Win=1825 Len=80"
"231","6.124145","192.168.100.102","192.168.100.1","TCP","54","64383  >  8888 [ACK] Seq=1 Ack=13461 Win=7912 Len=0"
"232","6.126985","192.168.100.1","192.168.100.102","TCP","134","8888  >  64383 [PSH, ACK] Seq=13461 Ack=1 Win=1825 Len=80"
"233","6.171069","192.168.100.102","192.168.100.1","TCP","54","64383  >  8888 [ACK] Seq=1 Ack=13541 Win=7832 Len=0"
"234","6.174386","192.168.100.1","192.168.100.102","TCP","174","8888  >  64383 [PSH, ACK] Seq=13541 Ack=1 Win=1825 Len=120"
"235","6.217195","192.168.100.102","192.168.100.1","TCP","54","64383  >  8888 [ACK] Seq=1 Ack=13661 Win=7712 Len=0"
"236","6.220110","192.168.100.1","192.168.100.102","TCP","134","8888  >  64383 [PSH, ACK] Seq=13661 Ack=1 Win=1825 Len=80"
"237","6.264015","192.168.100.102","192.168.100.1","TCP","54","64383  >  8888 [ACK] Seq=1 Ack=13741 Win=7632 Len=0"
"238","6.267516","192.168.100.1","192.168.100.102","TCP","134","8888  >  64383 [PSH, ACK] Seq=13741 Ack=1 Win=1825 Len=80"
"239","6.310161","192.168.100.102","192.168.100.1","TCP","54","64383  >  8888 [ACK] Seq=1 Ack=13821 Win=7552 Len=0"
"240","6.391649","192.168.100.1","192.168.100.102","ICMP","98","Echo (ping) request  id=0x794a, seq=0/0, ttl=64 (reply in 241)"
"241","6.391992","192.168.100.102","192.168.100.1","ICMP","98","Echo (ping) reply    id=0x794a, seq=0/0, ttl=128 (request in 240)"
"242","6.456271","192.168.100.1","192.168.100.255","UDP","86","46573  >  8668 Len=44"
"243","6.518004","192.168.100.1","192.168.100.102","TCP","574","8888  >  64383 [PSH, ACK] Seq=13821 Ack=1 Win=1825 Len=520"
"244","6.573032","192.168.100.102","192.168.100.1","TCP","54","64383  >  8888 [ACK] Seq=1 Ack=14341 Win=7032 Len=0"
"245","6.575972","192.168.100.1","192.168.100.102","TCP","174","8888  >  64383 [PSH, ACK] Seq=14341 Ack=1 Win=1825 Len=120"
"246","6.619338","192.168.100.102","192.168.100.1","TCP","54","64383  >  8888 [ACK] Seq=1 Ack=14461 Win=6912 Len=0"
"247","6.622696","192.168.100.1","192.168.100.102","TCP","134","8888  >  64383 [PSH, ACK] Seq=14461 Ack=1 Win=1825 Len=80"
"248","6.666478","192.168.100.102","192.168.100.1","TCP","54","64383  >  8888 [ACK] Seq=1 Ack=14541 Win=6832 Len=0"
"249","6.669496","192.168.100.1","192.168.100.102","TCP","238","8888  >  64383 [PSH, ACK] Seq=14541 Ack=1 Win=1825 Len=184"
"250","6.713654","192.168.100.102","192.168.100.1","TCP","54","64383  >  8888 [ACK] Seq=1 Ack=14725 Win=6648 Len=0"
"251","6.716729","192.168.100.1","192.168.100.102","TCP","174","8888  >  64383 [PSH, ACK] Seq=14725 Ack=1 Win=1825 Len=120"
"252","6.759771","192.168.100.102","192.168.100.1","TCP","54","64383  >  8888 [ACK] Seq=1 Ack=14845 Win=6528 Len=0"
"253","6.763473","192.168.100.1","192.168.100.102","TCP","134","8888  >  64383 [PSH, ACK] Seq=14845 Ack=1 Win=1825 Len=80"
"254","6.805605","192.168.100.102","192.168.100.1","TCP","54","64383  >  8888 [ACK] Seq=1 Ack=14925 Win=6448 Len=0"
"255","6.808463","192.168.100.1","192.168.100.102","TCP","134","8888  >  64383 [PSH, ACK] Seq=14925 Ack=1 Win=1825 Len=80"
"256","6.851410","192.168.100.102","192.168.100.1","TCP","54","64383  >  8888 [ACK] Seq=1 Ack=15005 Win=6368 Len=0"
"257","6.854218","192.168.100.1","192.168.100.102","TCP","240","8888  >  64383 [PSH, ACK] Seq=15005 Ack=1 Win=1825 Len=186"
"258","6.898505","192.168.100.102","192.168.100.1","TCP","54","64383  >  8888 [ACK] Seq=1 Ack=15191 Win=6182 Len=0"
"259","6.912138","192.168.100.1","192.168.100.102","TCP","174","8888  >  64383 [PSH, ACK] Seq=15191 Ack=1 Win=1825 Len=120"
"260","6.960250","192.168.100.102","192.168.100.1","TCP","54","64383  >  8888 [ACK] Seq=1 Ack=15311 Win=6062 Len=0"
"261","6.963241","192.168.100.1","192.168.100.102","TCP","174","8888  >  64383 [PSH, ACK] Seq=15311 Ack=1 Win=1825 Len=120"
"262","7.006637","192.168.100.102","192.168.100.1","TCP","54","64383  >  8888 [ACK] Seq=1 Ack=15431 Win=5942 Len=0"
"263","7.009712","192.168.100.1","192.168.100.102","TCP","134","8888  >  64383 [PSH, ACK] Seq=15431 Ack=1 Win=1825 Len=80"
"264","7.053096","192.168.100.102","192.168.100.1","TCP","54","64383  >  8888 [ACK] Seq=1 Ack=15511 Win=5862 Len=0"
"265","7.055933","192.168.100.1","192.168.100.102","TCP","134","8888  >  64383 [PSH, ACK] Seq=15511 Ack=1 Win=1825 Len=80"
"266","7.098950","192.168.100.102","192.168.100.1","TCP","54","64383  >  8888 [ACK] Seq=1 Ack=15591 Win=5782 Len=0"
"267","7.101900","192.168.100.1","192.168.100.102","TCP","174","8888  >  64383 [PSH, ACK] Seq=15591 Ack=1 Win=1825 Len=120"
"268","7.144711","192.168.100.102","192.168.100.1","TCP","54","64383  >  8888 [ACK] Seq=1 Ack=15711 Win=5662 Len=0"
"269","7.152373","192.168.100.1","192.168.100.102","TCP","134","8888  >  64383 [PSH, ACK] Seq=15711 Ack=1 Win=1825 Len=80"
"270","7.207290","192.168.100.102","192.168.100.1","TCP","54","64383  >  8888 [ACK] Seq=1 Ack=15791 Win=5582 Len=0"
"271","7.212935","192.168.100.1","192.168.100.102","TCP","174","8888  >  64383 [PSH, ACK] Seq=15791 Ack=1 Win=1825 Len=120"
"272","7.253222","192.168.100.102","192.168.100.1","TCP","54","64383  >  8888 [ACK] Seq=1 Ack=15911 Win=5462 Len=0"
"273","7.258731","192.168.100.1","192.168.100.102","TCP","174","8888  >  64383 [PSH, ACK] Seq=15911 Ack=1 Win=1825 Len=120"
"274","7.300152","192.168.100.102","192.168.100.1","TCP","54","64383  >  8888 [ACK] Seq=1 Ack=16031 Win=5342 Len=0"
"275","7.303202","192.168.100.1","192.168.100.102","TCP","134","8888  >  64383 [PSH, ACK] Seq=16031 Ack=1 Win=1825 Len=80"
"276","7.346179","192.168.100.102","192.168.100.1","TCP","54","64383  >  8888 [ACK] Seq=1 Ack=16111 Win=5262 Len=0"
"277","7.351092","192.168.100.1","192.168.100.102","TCP","134","8888  >  64383 [PSH, ACK] Seq=16111 Ack=1 Win=1825 Len=80"
"278","7.393493","192.168.100.102","192.168.100.1","TCP","54","64383  >  8888 [ACK] Seq=1 Ack=16191 Win=5182 Len=0"
"279","7.396116","192.168.100.1","192.168.100.102","TCP","174","8888  >  64383 [PSH, ACK] Seq=16191 Ack=1 Win=1825 Len=120"
"280","7.440967","192.168.100.102","192.168.100.1","TCP","54","64383  >  8888 [ACK] Seq=1 Ack=16311 Win=5062 Len=0"
"281","7.444529","192.168.100.1","192.168.100.102","TCP","134","8888  >  64383 [PSH, ACK] Seq=16311 Ack=1 Win=1825 Len=80"
"282","7.486942","192.168.100.102","192.168.100.1","TCP","54","64383  >  8888 [ACK] Seq=1 Ack=16391 Win=4982 Len=0"
"283","7.602704","192.168.100.1","192.168.100.102","ICMP","98","Echo (ping) request  id=0x9c4a, seq=0/0, ttl=64 (no response found!)"
